totalX,totalY,touchX,touchY,targetX,targetY,timeStart,timeEnd,expID,name,age,hand,thumb,gender
360,640,121,235,108,248,1523006507033,1523006507563,114,User 10,29,Right,79,Man
360,640,194,480,196,494,1523006507966,1523006508430,115,User 10,29,Right,79,Man
360,640,155,100,153,86,1523006776413,1523006777186,1,"User 11",23,Right,70,Man
360,640,154,235,180,603,1523006777596,1523006779781,2,"User 11",23,Right,70,Man
360,640,163,360,180,365,1523006780185,1523006780916,3,"User 11",23,Right,70,Man
360,640,317,463,307,452,1523006781319,1523006782086,4,"User 11",23,Right,70,Man
360,640,179,323,180,319,1523006782489,1523006782991,5,"User 11",23,Right,70,Man
360,640,299,330,305,322,1523006783393,1523006784194,6,"User 11",23,Right,70,Man
360,640,21,40,3,29,1523006784596,1523006785447,7,"User 11",23,Right,70,Man
360,640,214,236,252,603,1523006785854,1523006787340,8,"User 11",23,Right,70,Man
360,640,156,432,182,373,1523006787742,1523006788270,9,"User 11",23,Right,70,Man
360,640,182,397,182,373,1523006787742,1523006788472,10,"User 11",23,Right,70,Man
360,640,200,305,134,588,1523006788874,1523006789832,11,"User 11",23,Right,70,Man
360,640,320,213,317,188,1523006790234,1523006790771,12,"User 11",23,Right,70,Man
360,640,203,318,192,305,1523006791174,1523006791711,13,"User 11",23,Right,70,Man
360,640,156,444,153,450,1523006792114,1523006792705,14,"User 11",23,Right,70,Man
360,640,324,264,324,248,1523006793108,1523006793616,15,"User 11",23,Right,70,Man
360,640,199,396,180,390,1523006794019,1523006794471,16,"User 11",23,Right,70,Man
360,640,164,176,150,174,1523006794874,1523006795362,17,"User 11",23,Right,70,Man
360,640,204,276,191,592,1523006795764,1523006796426,18,"User 11",23,Right,70,Man
360,640,179,459,180,461,1523006796829,1523006797408,19,"User 11",23,Right,70,Man
360,640,306,332,324,319,1523006797811,1523006798234,20,"User 11",23,Right,70,Man
360,640,311,35,295,16,1523006798637,1523006799230,21,"User 11",23,Right,70,Man
360,640,247,56,252,35,1523006799633,1523006800180,22,"User 11",23,Right,70,Man
360,640,42,394,36,390,1523006800583,1523006801104,23,"User 11",23,Right,70,Man
360,640,31,495,16,505,1523006801506,1523006802240,24,"User 11",23,Right,70,Man
360,640,27,336,23,309,1523006802648,1523006803121,25,"User 11",23,Right,70,Man
360,640,77,518,123,560,1523006803524,1523006804074,26,"User 11",23,Right,70,Man
360,640,196,53,180,35,1523006804477,1523006805179,27,"User 11",23,Right,70,Man
360,640,214,34,196,14,1523006805582,1523006806181,28,"User 11",23,Right,70,Man
360,640,233,33,206,25,1523006806585,1523006807154,29,"User 11",23,Right,70,Man
360,640,308,101,308,101,1523006807558,1523006808075,30,"User 11",23,Right,70,Man
360,640,105,34,106,9,1523006808478,1523006808951,31,"User 11",23,Right,70,Man
360,640,19,359,12,315,1523006809353,1523006809895,32,"User 11",23,Right,70,Man
360,640,52,37,36,35,1523006810298,1523006810849,33,"User 11",23,Right,70,Man
360,640,84,196,108,177,1523006811252,1523006811705,34,"User 11",23,Right,70,Man
360,640,24,272,36,248,1523006812108,1523006812567,35,"User 11",23,Right,70,Man
360,640,218,400,213,383,1523006812970,1523006813495,36,"User 11",23,Right,70,Man
360,640,246,45,230,26,1523006813898,1523006814385,37,"User 11",23,Right,70,Man
360,640,46,242,32,241,1523006814788,1523006815242,38,"User 11",23,Right,70,Man
360,640,286,39,324,35,1523006815645,1523006816154,39,"User 11",23,Right,70,Man
360,640,329,413,340,397,1523006816557,1523006817207,40,"User 11",23,Right,70,Man
360,640,39,114,36,106,1523006817610,1523006818117,41,"User 11",23,Right,70,Man
360,640,253,480,252,461,1523006818520,1523006819133,42,"User 11",23,Right,70,Man
360,640,309,100,324,106,1523006819536,1523006820040,43,"User 11",23,Right,70,Man
360,640,269,461,261,446,1523006820443,1523006821047,44,"User 11",23,Right,70,Man
360,640,123,519,132,511,1523006821449,1523006821940,45,"User 11",23,Right,70,Man
360,640,65,175,36,177,1523006822343,1523006822828,46,"User 11",23,Right,70,Man
360,640,208,243,108,603,1523006823231,1523006824034,47,"User 11",23,Right,70,Man
360,640,178,48,177,22,1523006824438,1523006824952,48,"User 11",23,Right,70,Man
360,640,273,198,252,177,1523006825356,1523006825829,49,"User 11",23,Right,70,Man
360,640,287,112,294,81,1523006826232,1523006826718,50,"User 11",23,Right,70,Man
360,640,157,110,180,106,1523006827122,1523006827583,51,"User 11",23,Right,70,Man
360,640,336,296,338,309,1523006827986,1523006828424,52,"User 11",23,Right,70,Man
360,640,322,540,332,555,1523006828827,1523006829477,53,"User 11",23,Right,70,Man
360,640,104,271,108,248,1523006829881,1523006830232,54,"User 11",23,Right,70,Man
360,640,61,128,62,71,1523006830635,1523006831155,55,"User 11",23,Right,70,Man
360,640,337,423,324,390,1523006831558,1523006832054,56,"User 11",23,Right,70,Man
360,640,169,293,151,300,1523006832457,1523006832890,57,"User 11",23,Right,70,Man
360,640,289,53,300,51,1523006833293,1523006833729,58,"User 11",23,Right,70,Man
360,640,235,556,190,555,1523006834136,1523006834639,59,"User 11",23,Right,70,Man
360,640,248,158,229,146,1523006835041,1523006835414,60,"User 11",23,Right,70,Man
360,640,117,30,108,35,1523006835817,1523006836539,61,"User 11",23,Right,70,Man
360,640,266,199,228,178,1523006836945,1523006837392,62,"User 11",23,Right,70,Man
360,640,301,401,281,375,1523006837801,1523006838383,63,"User 11",23,Right,70,Man
360,640,311,541,324,532,1523006838786,1523006839554,64,"User 11",23,Right,70,Man
360,640,185,319,36,603,1523006839956,1523006840843,65,"User 11",23,Right,70,Man
360,640,181,258,11,588,1523006841245,1523006842003,66,"User 11",23,Right,70,Man
360,640,313,477,324,461,1523006842406,1523006843139,67,"User 11",23,Right,70,Man
360,640,321,390,307,378,1523006843542,1523006844119,68,"User 11",23,Right,70,Man
360,640,234,416,252,390,1523006844522,1523006845000,69,"User 11",23,Right,70,Man
360,640,251,253,235,254,1523006845402,1523006845877,70,"User 11",23,Right,70,Man
360,640,273,324,252,319,1523006846280,1523006846739,71,"User 11",23,Right,70,Man
360,640,216,296,229,598,1523006847141,1523006847751,72,"User 11",23,Right,70,Man
360,640,83,541,108,532,1523006848154,1523006848931,73,"User 11",23,Right,70,Man
360,640,158,310,322,638,1523006849334,1523006850079,74,"User 11",23,Right,70,Man
360,640,320,198,324,177,1523006850482,1523006850991,75,"User 11",23,Right,70,Man
360,640,243,403,225,390,1523006851394,1523006851937,76,"User 11",23,Right,70,Man
360,640,310,101,314,90,1523006852340,1523006852824,77,"User 11",23,Right,70,Man
360,640,206,251,286,598,1523006853226,1523006853758,78,"User 11",23,Right,70,Man
360,640,90,455,108,461,1523006854160,1523006854739,79,"User 11",23,Right,70,Man
360,640,120,320,137,311,1523006855142,1523006855570,80,"User 11",23,Right,70,Man
360,640,76,212,52,202,1523006855972,1523006856490,81,"User 11",23,Right,70,Man
360,640,97,497,92,496,1523006856892,1523006857493,82,"User 11",23,Right,70,Man
360,640,228,393,207,388,1523006857895,1523006858411,83,"User 11",23,Right,70,Man
360,640,53,450,43,453,1523006858813,1523006859444,84,"User 11",23,Right,70,Man
360,640,176,263,324,603,1523006859846,1523006860475,85,"User 11",23,Right,70,Man
360,640,213,230,18,596,1523006860878,1523006861950,86,"User 11",23,Right,70,Man
360,640,332,327,345,308,1523006862353,1523006863033,87,"User 11",23,Right,70,Man
360,640,255,559,252,532,1523006863435,1523006864044,88,"User 11",23,Right,70,Man
360,640,64,525,43,541,1523006864447,1523006865230,89,"User 11",23,Right,70,Man
360,640,103,116,108,106,1523006865633,1523006866184,90,"User 11",23,Right,70,Man
360,640,85,430,108,390,1523006866586,1523006867074,91,"User 11",23,Right,70,Man
360,640,211,69,168,58,1523006867476,1523006868057,92,"User 11",23,Right,70,Man
360,640,69,539,36,532,1523006868460,1523006869302,93,"User 11",23,Right,70,Man
360,640,197,207,194,189,1523006869708,1523006870328,94,"User 11",23,Right,70,Man
360,640,281,422,266,411,1523006870731,1523006871404,95,"User 11",23,Right,70,Man
360,640,226,347,215,339,1523006871806,1523006872230,96,"User 11",23,Right,70,Man
360,640,274,280,252,248,1523006872633,1523006873083,97,"User 11",23,Right,70,Man
360,640,176,275,255,577,1523006873486,1523006874153,98,"User 11",23,Right,70,Man
360,640,92,346,108,319,1523006874555,1523006875047,99,"User 11",23,Right,70,Man
360,640,108,309,130,283,1523006875451,1523006875875,100,"User 11",23,Right,70,Man
360,640,51,343,36,319,1523006876277,1523006876779,101,"User 11",23,Right,70,Man
360,640,64,458,57,462,1523006877181,1523006877794,102,"User 11",23,Right,70,Man
360,640,281,124,253,127,1523006878195,1523006878675,103,"User 11",23,Right,70,Man
360,640,207,204,180,228,1523006879077,1523006879514,104,"User 11",23,Right,70,Man
360,640,40,453,36,461,1523006879917,1523006880536,105,"User 11",23,Right,70,Man
360,640,158,508,180,532,1523006880938,1523006881603,106,"User 11",23,Right,70,Man
360,640,89,457,96,472,1523006882005,1523006882568,107,"User 11",23,Right,70,Man
360,640,209,368,196,377,1523006882971,1523006883480,108,"User 11",23,Right,70,Man
360,640,100,209,88,193,1523006883883,1523006884459,109,"User 11",23,Right,70,Man
360,640,206,180,180,177,1523006884862,1523006885255,110,"User 11",23,Right,70,Man
360,640,100,517,110,557,1523006885658,1523006886228,111,"User 11",23,Right,70,Man
360,640,278,235,289,220,1523006886630,1523006887110,112,"User 11",23,Right,70,Man
360,640,41,548,18,535,1523006887521,1523006888453,113,"User 11",23,Right,70,Man
360,640,329,550,320,562,1523006888863,1523006889854,114,"User 11",23,Right,70,Man
360,640,173,268,180,248,1523006890256,1523006890715,115,"User 11",23,Right,70,Man
360,640,90,166,84,154,1523007785332,1523007786186,1,User 12,24,Right,64,Man
360,640,319,216,316,197,1523007786594,1523007787382,2,User 12,24,Right,64,Man
360,640,73,372,76,370,1523007787786,1523007788486,3,User 12,24,Right,64,Man
360,640,183,528,183,518,1523007788889,1523007789576,4,User 12,24,Right,64,Man
360,640,287,263,284,248,1523007789979,1523007790725,5,User 12,24,Right,64,Man
360,640,268,114,252,106,1523007791128,1523007791835,6,User 12,24,Right,64,Man
360,640,22,523,8,522,1523007792238,1523007793938,7,User 12,24,Right,64,Man
360,640,191,60,179,55,1523007794341,1523007795200,8,User 12,24,Right,64,Man
360,640,202,410,191,400,1523007795602,1523007796427,9,User 12,24,Right,64,Man
360,640,321,415,319,413,1523007796830,1523007797514,10,User 12,24,Right,64,Man
360,640,32,274,14,278,1523007797916,1523007798617,11,User 12,24,Right,64,Man
360,640,24,462,0,466,1523007799020,1523007799962,12,User 12,24,Right,64,Man
360,640,317,546,324,532,1523007800364,1523007801086,13,User 12,24,Right,64,Man
360,640,332,27,324,35,1523007801489,1523007802263,14,User 12,24,Right,64,Man
360,640,187,455,180,461,1523007802666,1523007803428,15,User 12,24,Right,64,Man
360,640,115,408,124,416,1523007803830,1523007804433,16,User 12,24,Right,64,Man
360,640,153,325,145,319,1523007804836,1523007805451,17,User 12,24,Right,64,Man
360,640,97,170,108,177,1523007805853,1523007806515,18,User 12,24,Right,64,Man
360,640,220,540,225,544,1523007806917,1523007807587,19,User 12,24,Right,64,Man
360,640,249,260,252,248,1523007807989,1523007808575,20,User 12,24,Right,64,Man
360,640,51,390,36,390,1523007808978,1523007809859,21,User 12,24,Right,64,Man
360,640,52,521,36,532,1523007810262,1523007811346,22,User 12,24,Right,64,Man
360,640,213,425,214,420,1523007811749,1523007812311,23,User 12,24,Right,64,Man
360,640,193,176,180,177,1523007812714,1523007813361,24,User 12,24,Right,64,Man
360,640,38,139,13,131,1523007813765,1523007814571,25,User 12,24,Right,64,Man
360,640,215,397,207,381,1523007814973,1523007815549,26,User 12,24,Right,64,Man
360,640,290,550,286,558,1523007815953,1523007816630,27,User 12,24,Right,64,Man
360,640,31,328,36,319,1523007817033,1523007817529,28,User 12,24,Right,64,Man
360,640,181,545,180,532,1523007817932,1523007818510,29,User 12,24,Right,64,Man
360,640,40,455,36,461,1523007818913,1523007820224,30,User 12,24,Right,64,Man
360,640,261,181,252,177,1523007820626,1523007821278,31,User 12,24,Right,64,Man
360,640,322,467,324,461,1523007821685,1523007822276,32,User 12,24,Right,64,Man
360,640,37,115,36,106,1523007822679,1523007823497,33,User 12,24,Right,64,Man
360,640,172,100,176,73,1523007823905,1523007824580,34,User 12,24,Right,64,Man
360,640,49,176,36,177,1523007824984,1523007825681,35,User 12,24,Right,64,Man
360,640,146,25,132,25,1523007826084,1523007826875,36,User 12,24,Right,64,Man
360,640,207,192,188,187,1523007827278,1523007827938,37,User 12,24,Right,64,Man
360,640,113,393,108,390,1523007828340,1523007828992,38,User 12,24,Right,64,Man
360,640,167,331,157,308,1523007829395,1523007829878,39,User 12,24,Right,64,Man
360,640,260,538,252,532,1523007830281,1523007830844,40,User 12,24,Right,64,Man
360,640,41,182,20,197,1523007831246,1523007831884,41,User 12,24,Right,64,Man
360,640,191,336,180,319,1523007832286,1523007832753,42,User 12,24,Right,64,Man
360,640,120,530,108,532,1523007833156,1523007833823,43,User 12,24,Right,64,Man
360,640,263,185,244,171,1523007834226,1523007834874,44,User 12,24,Right,64,Man
360,640,188,10,182,9,1523007835276,1523007836001,45,User 12,24,Right,64,Man
360,640,262,289,19,606,1523007836405,1523007839132,46,User 12,24,Right,64,Man
360,640,101,113,108,106,1523007839535,1523007840284,47,User 12,24,Right,64,Man
360,640,309,136,313,119,1523007840687,1523007841787,48,User 12,24,Right,64,Man
360,640,323,339,324,319,1523007842191,1523007842785,49,User 12,24,Right,64,Man
360,640,237,402,227,396,1523007843187,1523007843776,50,User 12,24,Right,64,Man
360,640,118,322,108,321,1523007844179,1523007844752,51,User 12,24,Right,64,Man
360,640,286,341,282,322,1523007845154,1523007845750,52,User 12,24,Right,64,Man
360,640,261,327,252,319,1523007846152,1523007846750,53,User 12,24,Right,64,Man
360,640,172,195,172,192,1523007847153,1523007847744,54,User 12,24,Right,64,Man
360,640,43,246,36,248,1523007848147,1523007848723,55,User 12,24,Right,64,Man
360,640,319,390,324,390,1523007849126,1523007850157,56,User 12,24,Right,64,Man
360,640,187,390,180,390,1523007850560,1523007851052,57,User 12,24,Right,64,Man
360,640,331,74,337,59,1523007851458,1523007852132,58,User 12,24,Right,64,Man
360,640,212,256,324,603,1523007852542,1523007853405,59,User 12,24,Right,64,Man
360,640,95,466,108,461,1523007853813,1523007854421,60,User 12,24,Right,64,Man
360,640,253,483,252,461,1523007854824,1523007855481,61,User 12,24,Right,64,Man
360,640,193,350,186,341,1523007855884,1523007856390,62,User 12,24,Right,64,Man
360,640,214,315,252,603,1523007856792,1523007857753,63,User 12,24,Right,64,Man
360,640,349,548,358,551,1523007858156,1523007859166,64,User 12,24,Right,64,Man
360,640,282,409,275,397,1523007859570,1523007860114,65,User 12,24,Right,64,Man
360,640,129,49,108,35,1523007860517,1523007861305,66,User 12,24,Right,64,Man
360,640,196,232,194,221,1523007861708,1523007862282,67,User 12,24,Right,64,Man
360,640,309,48,310,36,1523007862687,1523007863255,68,User 12,24,Right,64,Man
360,640,120,178,112,187,1523007863657,1523007864310,69,User 12,24,Right,64,Man
360,640,237,303,180,603,1523007864713,1523007865637,70,User 12,24,Right,64,Man
360,640,329,233,330,219,1523007866039,1523007866697,71,User 12,24,Right,64,Man
360,640,321,553,319,541,1523007867100,1523007867839,72,User 12,24,Right,64,Man
360,640,197,264,358,83,1523007868241,1523007869163,73,User 12,24,Right,64,Man
360,640,157,157,157,145,1523007869566,1523007870442,74,User 12,24,Right,64,Man
360,640,346,220,349,211,1523007870845,1523007872541,75,User 12,24,Right,64,Man
360,640,238,319,108,603,1523007872944,1523007873494,76,User 12,24,Right,64,Man
360,640,284,339,275,314,1523007873896,1523007874396,77,User 12,24,Right,64,Man
360,640,257,50,252,35,1523007874800,1523007875588,78,User 12,24,Right,64,Man
360,640,326,130,324,106,1523007875992,1523007876580,79,User 12,24,Right,64,Man
360,640,321,192,324,177,1523007876983,1523007877541,80,User 12,24,Right,64,Man
360,640,323,266,324,248,1523007877944,1523007878476,81,User 12,24,Right,64,Man
360,640,78,44,69,32,1523007878879,1523007879708,82,User 12,24,Right,64,Man
360,640,117,338,108,319,1523007880112,1523007880691,83,User 12,24,Right,64,Man
360,640,146,210,138,205,1523007881093,1523007881609,84,User 12,24,Right,64,Man
360,640,328,60,339,42,1523007882012,1523007882541,85,User 12,24,Right,64,Man
360,640,234,239,36,603,1523007882945,1523007883845,86,User 12,24,Right,64,Man
360,640,278,366,279,340,1523007884248,1523007884773,87,User 12,24,Right,64,Man
360,640,98,237,108,248,1523007885176,1523007885720,88,User 12,24,Right,64,Man
360,640,50,375,31,362,1523007886122,1523007886701,89,User 12,24,Right,64,Man
360,640,56,482,51,477,1523007887104,1523007887640,90,User 12,24,Right,64,Man
360,640,312,144,293,167,1523007888043,1523007888526,91,User 12,24,Right,64,Man
360,640,230,38,199,27,1523007888929,1523007889526,92,User 12,24,Right,64,Man
360,640,137,258,150,246,1523007889928,1523007890456,93,User 12,24,Right,64,Man
360,640,172,550,167,539,1523007890858,1523007891437,94,User 12,24,Right,64,Man
360,640,314,393,315,376,1523007891840,1523007892536,95,User 12,24,Right,64,Man
360,640,31,295,1,300,1523007892939,1523007893670,96,User 12,24,Right,64,Man
360,640,230,238,84,610,1523007894073,1523007895420,97,User 12,24,Right,64,Man
360,640,182,249,180,248,1523007895823,1523007896399,98,User 12,24,Right,64,Man
360,640,305,171,311,160,1523007896801,1523007897526,99,User 12,24,Right,64,Man
360,640,34,328,26,317,1523007897928,1523007898489,100,User 12,24,Right,64,Man
360,640,247,398,252,390,1523007898891,1523007899380,101,User 12,24,Right,64,Man
360,640,45,59,36,35,1523007899783,1523007900734,102,User 12,24,Right,64,Man
360,640,207,272,182,575,1523007901137,1523007902011,103,User 12,24,Right,64,Man
360,640,111,361,115,356,1523007902414,1523007902999,104,User 12,24,Right,64,Man
360,640,39,405,33,405,1523007903402,1523007904015,105,User 12,24,Right,64,Man
360,640,246,367,244,346,1523007904418,1523007904884,106,User 12,24,Right,64,Man
360,640,190,486,176,456,1523007905288,1523007905772,107,User 12,24,Right,64,Man
360,640,44,470,27,480,1523007906174,1523007906757,108,User 12,24,Right,64,Man
360,640,155,14,158,0,1523007907160,1523007908083,109,User 12,24,Right,64,Man
360,640,175,39,180,35,1523007908485,1523007909133,110,User 12,24,Right,64,Man
360,640,155,91,180,106,1523007909537,1523007910199,111,User 12,24,Right,64,Man
360,640,37,457,5,469,1523007910608,1523007911395,112,User 12,24,Right,64,Man
360,640,40,249,26,234,1523007911798,1523007912423,113,User 12,24,Right,64,Man
360,640,327,480,333,466,1523007912826,1523007913416,114,User 12,24,Right,64,Man
360,640,213,425,205,429,1523007913819,1523007914517,115,User 12,24,Right,64,Man
360,640,299,88,303,81,1523009278144,1523009278812,1,"User 13",21,Left,61,Man
360,640,249,427,252,390,1523009279222,1523009279725,2,"User 13",21,Left,61,Man
360,640,262,400,252,390,1523009279222,1523009279846,3,"User 13",21,Left,61,Man
360,640,107,525,108,532,1523009280249,1523009280946,4,"User 13",21,Left,61,Man
360,640,10,379,8,365,1523009281349,1523009281946,5,"User 13",21,Left,61,Man
360,640,311,249,278,262,1523009282349,1523009282847,6,"User 13",21,Left,61,Man
360,640,271,42,252,35,1523009283251,1523009283918,7,"User 13",21,Left,61,Man
360,640,122,35,108,35,1523009284322,1523009284890,8,"User 13",21,Left,61,Man
360,640,208,237,264,570,1523009285292,1523009286104,9,"User 13",21,Left,61,Man
360,640,162,489,165,483,1523009286508,1523009287410,10,"User 13",21,Left,61,Man
360,640,211,192,214,184,1523009287813,1523009288455,11,"User 13",21,Left,61,Man
360,640,248,393,239,391,1523009288857,1523009289516,12,"User 13",21,Left,61,Man
360,640,119,389,124,383,1523009289918,1523009290598,13,"User 13",21,Left,61,Man
360,640,223,475,228,480,1523009291001,1523009291862,14,"User 13",21,Left,61,Man
360,640,303,272,292,272,1523009292266,1523009292823,15,"User 13",21,Left,61,Man
360,640,285,64,285,59,1523009293225,1523009293957,16,"User 13",21,Left,61,Man
360,640,321,173,332,179,1523009294360,1523009294988,17,"User 13",21,Left,61,Man
360,640,274,389,267,404,1523009295391,1523009296324,18,"User 13",21,Left,61,Man
360,640,212,252,36,603,1523009296727,1523009298660,19,"User 13",21,Left,61,Man
360,640,160,253,180,248,1523009299063,1523009299793,20,"User 13",21,Left,61,Man
360,640,37,189,36,177,1523009300196,1523009300892,21,"User 13",21,Left,61,Man
360,640,218,88,216,98,1523009301296,1523009301955,22,"User 13",21,Left,61,Man
360,640,158,32,180,35,1523009302359,1523009303019,23,"User 13",21,Left,61,Man
360,640,239,113,252,106,1523009303421,1523009304118,24,"User 13",21,Left,61,Man
360,640,106,121,104,106,1523009304520,1523009305183,25,"User 13",21,Left,61,Man
360,640,133,208,135,204,1523009305585,1523009306235,26,"User 13",21,Left,61,Man
360,640,181,235,108,603,1523009306638,1523009307957,27,"User 13",21,Left,61,Man
360,640,235,129,239,135,1523009308361,1523009309120,28,"User 13",21,Left,61,Man
360,640,250,411,268,414,1523009309523,1523009310496,29,"User 13",21,Left,61,Man
360,640,177,387,180,390,1523009310897,1523009311570,30,"User 13",21,Left,61,Man
360,640,326,92,353,92,1523009311973,1523009312681,31,"User 13",21,Left,61,Man
360,640,6,86,28,77,1523009313085,1523009313741,32,"User 13",21,Left,61,Man
360,640,29,327,36,319,1523009314144,1523009314942,33,"User 13",21,Left,61,Man
360,640,180,222,180,603,1523009315344,1523009317117,34,"User 13",21,Left,61,Man
360,640,316,54,324,35,1523009317519,1523009318357,35,"User 13",21,Left,61,Man
360,640,319,256,324,248,1523009318760,1523009319532,36,"User 13",21,Left,61,Man
360,640,329,313,336,325,1523009319941,1523009320905,37,"User 13",21,Left,61,Man
360,640,41,454,60,445,1523009321307,1523009323182,38,"User 13",21,Left,61,Man
360,640,278,330,252,319,1523009323584,1523009324159,39,"User 13",21,Left,61,Man
360,640,261,49,269,58,1523009324562,1523009325281,40,"User 13",21,Left,61,Man
360,640,324,318,304,342,1523009325684,1523009326297,41,"User 13",21,Left,61,Man
360,640,241,145,220,154,1523009326699,1523009327304,42,"User 13",21,Left,61,Man
360,640,260,177,252,177,1523009327707,1523009328364,43,"User 13",21,Left,61,Man
360,640,29,245,40,231,1523009328768,1523009329492,44,"User 13",21,Left,61,Man
360,640,100,110,108,106,1523009329895,1523009330513,45,"User 13",21,Left,61,Man
360,640,163,517,180,532,1523009330915,1523009331839,46,"User 13",21,Left,61,Man
360,640,316,118,324,106,1523009332242,1523009332977,47,"User 13",21,Left,61,Man
360,640,90,481,108,461,1523009333381,1523009334160,48,"User 13",21,Left,61,Man
360,640,175,95,180,106,1523009334563,1523009335137,49,"User 13",21,Left,61,Man
360,640,58,84,66,64,1523009335540,1523009336265,50,"User 13",21,Left,61,Man
360,640,317,223,322,206,1523009336671,1523009337244,51,"User 13",21,Left,61,Man
360,640,186,246,231,595,1523009337647,1523009338745,52,"User 13",21,Left,61,Man
360,640,67,149,78,138,1523009339148,1523009339892,53,"User 13",21,Left,61,Man
360,640,153,478,137,464,1523009340296,1523009340935,54,"User 13",21,Left,61,Man
360,640,275,461,287,556,1523009341338,1523009342786,55,"User 13",21,Left,61,Man
360,640,211,322,76,132,1523009343188,1523009343504,56,"User 13",21,Left,61,Man
360,640,30,376,36,390,1523009343906,1523009344564,57,"User 13",21,Left,61,Man
360,640,262,38,267,31,1523009344967,1523009345702,58,"User 13",21,Left,61,Man
360,640,122,330,133,328,1523009346112,1523009346711,59,"User 13",21,Left,61,Man
360,640,29,45,36,35,1523009347115,1523009347856,60,"User 13",21,Left,61,Man
360,640,79,308,74,340,1523009348265,1523009348722,61,"User 13",21,Left,61,Man
360,640,269,434,298,503,1523009349126,1523009350644,62,"User 13",21,Left,61,Man
360,640,131,452,131,470,1523009351047,1523009351747,63,"User 13",21,Left,61,Man
360,640,46,179,18,166,1523009352150,1523009352843,64,"User 13",21,Left,61,Man
360,640,337,98,356,97,1523009353245,1523009354051,65,"User 13",21,Left,61,Man
360,640,137,455,146,492,1523009354453,1523009355702,66,"User 13",21,Left,61,Man
360,640,190,213,65,591,1523009356105,1523009357304,67,"User 13",21,Left,61,Man
360,640,145,450,180,461,1523009357707,1523009358551,68,"User 13",21,Left,61,Man
360,640,131,450,144,490,1523009358954,1523009359800,69,"User 13",21,Left,61,Man
360,640,15,134,12,135,1523009360203,1523009361523,70,"User 13",21,Left,61,Man
360,640,227,421,252,461,1523009361926,1523009362982,71,"User 13",21,Left,61,Man
360,640,19,510,36,532,1523009363385,1523009364902,72,"User 13",21,Left,61,Man
360,640,201,93,188,74,1523009365305,1523009366063,73,"User 13",21,Left,61,Man
360,640,30,503,18,510,1523009366465,1523009367185,74,"User 13",21,Left,61,Man
360,640,190,390,190,401,1523009367588,1523009368430,75,"User 13",21,Left,61,Man
360,640,179,323,180,319,1523009368833,1523009369395,76,"User 13",21,Left,61,Man
360,640,48,508,66,519,1523009369798,1523009370506,77,"User 13",21,Left,61,Man
360,640,75,43,78,13,1523009370909,1523009371558,78,"User 13",21,Left,61,Man
360,640,228,485,252,532,1523009371960,1523009372864,79,"User 13",21,Left,61,Man
360,640,185,180,180,177,1523009373266,1523009373843,80,"User 13",21,Left,61,Man
360,640,110,470,115,473,1523009374247,1523009374829,81,"User 13",21,Left,61,Man
360,640,229,110,231,136,1523009375231,1523009375839,82,"User 13",21,Left,61,Man
360,640,273,153,267,179,1523009376242,1523009376851,83,"User 13",21,Left,61,Man
360,640,102,320,108,319,1523009377254,1523009378203,84,"User 13",21,Left,61,Man
360,640,308,34,305,9,1523009378613,1523009379702,85,"User 13",21,Left,61,Man
360,640,95,196,108,177,1523009380104,1523009380629,86,"User 13",21,Left,61,Man
360,640,307,166,324,177,1523009381033,1523009381681,87,"User 13",21,Left,61,Man
360,640,213,133,210,144,1523009382084,1523009382672,88,"User 13",21,Left,61,Man
360,640,101,138,109,111,1523009383074,1523009383733,89,"User 13",21,Left,61,Man
360,640,310,410,324,461,1523009384136,1523009385073,90,"User 13",21,Left,61,Man
360,640,315,318,324,319,1523009385476,1523009386274,91,"User 13",21,Left,61,Man
360,640,104,392,108,390,1523009386676,1523009387324,92,"User 13",21,Left,61,Man
360,640,59,518,101,543,1523009387729,1523009388597,93,"User 13",21,Left,61,Man
360,640,224,163,231,156,1523009388999,1523009389874,94,"User 13",21,Left,61,Man
360,640,223,316,252,603,1523009390277,1523009391783,95,"User 13",21,Left,61,Man
360,640,231,402,222,415,1523009392185,1523009392835,96,"User 13",21,Left,61,Man
360,640,17,242,36,248,1523009393242,1523009393904,97,"User 13",21,Left,61,Man
360,640,181,235,277,622,1523009394306,1523009395740,98,"User 13",21,Left,61,Man
360,640,22,105,36,106,1523009396143,1523009396822,99,"User 13",21,Left,61,Man
360,640,38,435,42,411,1523009397225,1523009397889,100,"User 13",21,Left,61,Man
360,640,37,234,49,226,1523009398292,1523009399020,101,"User 13",21,Left,61,Man
360,640,326,230,327,220,1523009399423,1523009400210,102,"User 13",21,Left,61,Man
360,640,15,457,36,461,1523009400613,1523009401352,103,"User 13",21,Left,61,Man
360,640,237,519,324,532,1523009401755,1523009404394,104,"User 13",21,Left,61,Man
360,640,118,236,118,233,1523009404796,1523009405587,105,"User 13",21,Left,61,Man
360,640,163,189,180,203,1523009405990,1523009406625,106,"User 13",21,Left,61,Man
360,640,307,245,291,264,1523009407027,1523009407657,107,"User 13",21,Left,61,Man
360,640,48,354,65,369,1523009408060,1523009408729,108,"User 13",21,Left,61,Man
360,640,238,248,252,248,1523009409132,1523009409827,109,"User 13",21,Left,61,Man
360,640,105,235,108,248,1523009410230,1523009410959,110,"User 13",21,Left,61,Man
360,640,209,366,324,603,1523009411362,1523009416692,111,"User 13",21,Left,61,Man
